<anon> events\ACW.txt [province_event\option] (Line 1122, column 2) (Scope Country)
		100347: common\cb_types.txt [gain_state_centralyugoslavia_all\on_po_accepted\country_event] (Line 17543, column 3)
100347 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_centralyugoslavia_all\on_po_accepted] (Line 17542, column 2) (Scope Country): common\cb_types.txt [gain_state_centralyugoslavia_all\on_po_accepted\country_event] (Line 17543, column 3)
<anon> common\cb_types.txt [gain_state_eastindia_all\on_po_accepted] (Line 17659, column 2) (Scope Country)
	Outgoing
		100348: common\cb_types.txt [gain_state_eastindia_all\on_po_accepted\country_event] (Line 17660, column 3)
100348 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_eastindia_all\on_po_accepted] (Line 17659, column 2) (Scope Country): common\cb_types.txt [gain_state_eastindia_all\on_po_accepted\country_event] (Line 17660, column 3)
<anon> common\cb_types.txt [gain_state_southindia_all\on_po_accepted] (Line 17776, column 2) (Scope Country)
	Outgoing
		100349: common\cb_types.txt [gain_state_southindia_all\on_po_accepted\country_event] (Line 17777, column 3)
100349 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_southindia_all\on_po_accepted] (Line 17776, column 2) (Scope Country): common\cb_types.txt [gain_state_southindia_all\on_po_accepted\country_event] (Line 17777, column 3)
<anon> common\cb_types.txt [gain_state_newenglandusa_all\on_po_accepted] (Line 17893, column 2) (Scope Country)
	Outgoing
		100350: common\cb_types.txt [gain_state_newenglandusa_all\on_po_accepted\country_event] (Line 17894, column 3)
100350 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_newenglandusa_all\on_po_accepted] (Line 17893, column 2) (Scope Country): common\cb_types.txt [gain_state_newenglandusa_all\on_po_accepted\country_event] (Line 17894, column 3)
<anon> common\cb_types.txt [gain_state_frakia_all\on_po_accepted] (Line 18010, column 2) (Scope Country)
	Outgoing
		100351: common\cb_types.txt [gain_state_frakia_all\on_po_accepted\country_event] (Line 18011, column 3)
100351 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_frakia_all\on_po_accepted] (Line 18010, column 2) (Scope Country): common\cb_types.txt [gain_state_frakia_all\on_po_accepted\country_event] (Line 18011, column 3)
<anon> common\cb_types.txt [gain_state_romandia_all\on_po_accepted] (Line 18127, column 2) (Scope Country)
	Outgoing
		100352: common\cb_types.txt [gain_state_romandia_all\on_po_accepted\country_event] (Line 18128, column 3)
100352 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_romandia_all\on_po_accepted] (Line 18127, column 2) (Scope Country): common\cb_types.txt [gain_state_romandia_all\on_po_accepted\country_event] (Line 18128, column 3)
<anon> common\cb_types.txt [gain_state_silesia_all\on_po_accepted] (Line 18244, column 2) (Scope Country)
	Outgoing
		100353: common\cb_types.txt [gain_state_silesia_all\on_po_accepted\country_event] (Line 18245, column 3)
100353 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_silesia_all\on_po_accepted] (Line 18244, column 2) (Scope Country): common\cb_types.txt [gain_state_silesia_all\on_po_accepted\country_event] (Line 18245, column 3)
<anon> common\cb_types.txt [gain_state_pomerania_all\on_po_accepted] (Line 18361, column 2) (Scope Country)
	Outgoing
		100354: common\cb_types.txt [gain_state_pomerania_all\on_po_accepted\country_event] (Line 18362, column 3)
100354 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_pomerania_all\on_po_accepted] (Line 18361, column 2) (Scope Country): common\cb_types.txt [gain_state_pomerania_all\on_po_accepted\country_event] (Line 18362, column 3)
<anon> common\cb_types.txt [gain_state_fraverden_all\on_po_accepted] (Line 18405, column 2) (Scope Country)
	Outgoing
		111488: common\cb_types.txt [gain_state_fraverden_all\on_po_accepted\country_event] (Line 18406, column 3)
111488 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_fraverden_all\on_po_accepted] (Line 18405, column 2) (Scope Country): common\cb_types.txt [gain_state_fraverden_all\on_po_accepted\country_event] (Line 18406, column 3)
<anon> common\cb_types.txt [gain_state_fraprovans_all\on_po_accepted] (Line 18449, column 2) (Scope Country)
	Outgoing
		111489: common\cb_types.txt [gain_state_fraprovans_all\on_po_accepted\country_event] (Line 18450, column 3)
111489 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_fraprovans_all\on_po_accepted] (Line 18449, column 2) (Scope Country): common\cb_types.txt [gain_state_fraprovans_all\on_po_accepted\country_event] (Line 18450, column 3)
<anon> common\cb_types.txt [gain_state_frapirinei_all\on_po_accepted] (Line 18493, column 2) (Scope Country)
	Outgoing
		111490: common\cb_types.txt [gain_state_frapirinei_all\on_po_accepted\country_event] (Line 18494, column 3)
111490 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_frapirinei_all\on_po_accepted] (Line 18493, column 2) (Scope Country): common\cb_types.txt [gain_state_frapirinei_all\on_po_accepted\country_event] (Line 18494, column 3)
<anon> common\cb_types.txt [gain_state_katalony_all\on_po_accepted] (Line 18537, column 2) (Scope Country)
	Outgoing
		111491: common\cb_types.txt [gain_state_katalony_all\on_po_accepted\country_event] (Line 18538, column 3)
111491 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_katalony_all\on_po_accepted] (Line 18537, column 2) (Scope Country): common\cb_types.txt [gain_state_katalony_all\on_po_accepted\country_event] (Line 18538, column 3)
<anon> common\cb_types.txt [gain_state_kars_all\on_po_accepted] (Line 18581, column 2) (Scope Country)
	Outgoing
		111492: common\cb_types.txt [gain_state_kars_all\on_po_accepted\country_event] (Line 18582, column 3)
111492 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_kars_all\on_po_accepted] (Line 18581, column 2) (Scope Country): common\cb_types.txt [gain_state_kars_all\on_po_accepted\country_event] (Line 18582, column 3)
<anon> common\cb_types.txt [gain_state_turin_all\on_po_accepted] (Line 18625, column 2) (Scope Country)
	Outgoing
		111493: common\cb_types.txt [gain_state_turin_all\on_po_accepted\country_event] (Line 18626, column 3)
111493 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_turin_all\on_po_accepted] (Line 18625, column 2) (Scope Country): common\cb_types.txt [gain_state_turin_all\on_po_accepted\country_event] (Line 18626, column 3)
<anon> common\cb_types.txt [gain_state_genoa_all\on_po_accepted] (Line 18669, column 2) (Scope Country)
	Outgoing
		111501: common\cb_types.txt [gain_state_genoa_all\on_po_accepted\country_event] (Line 18670, column 3)
111501 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_genoa_all\on_po_accepted] (Line 18669, column 2) (Scope Country): common\cb_types.txt [gain_state_genoa_all\on_po_accepted\country_event] (Line 18670, column 3)
<anon> common\cb_types.txt [gain_state_sardiny_all\on_po_accepted] (Line 18713, column 2) (Scope Country)
	Outgoing
		111494: common\cb_types.txt [gain_state_sardiny_all\on_po_accepted\country_event] (Line 18714, column 3)
111494 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_sardiny_all\on_po_accepted] (Line 18713, column 2) (Scope Country): common\cb_types.txt [gain_state_sardiny_all\on_po_accepted\country_event] (Line 18714, column 3)
<anon> common\cb_types.txt [gain_state_taivan_all\on_po_accepted] (Line 18757, column 2) (Scope Country)
	Outgoing
		111495: common\cb_types.txt [gain_state_taivan_all\on_po_accepted\country_event] (Line 18758, column 3)
111495 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_taivan_all\on_po_accepted] (Line 18757, column 2) (Scope Country): common\cb_types.txt [gain_state_taivan_all\on_po_accepted\country_event] (Line 18758, column 3)
<anon> common\cb_types.txt [gain_state_kysy_all\on_po_accepted] (Line 18801, column 2) (Scope Country)
	Outgoing
		111496: common\cb_types.txt [gain_state_kysy_all\on_po_accepted\country_event] (Line 18802, column 3)
111496 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_kysy_all\on_po_accepted] (Line 18801, column 2) (Scope Country): common\cb_types.txt [gain_state_kysy_all\on_po_accepted\country_event] (Line 18802, column 3)
<anon> common\cb_types.txt [gain_state_hokkaido_all\on_po_accepted] (Line 18845, column 2) (Scope Country)
	Outgoing
		111497: common\cb_types.txt [gain_state_hokkaido_all\on_po_accepted\country_event] (Line 18846, column 3)
111497 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_hokkaido_all\on_po_accepted] (Line 18845, column 2) (Scope Country): common\cb_types.txt [gain_state_hokkaido_all\on_po_accepted\country_event] (Line 18846, column 3)
<anon> common\cb_types.txt [gain_state_karelia_all\on_po_accepted] (Line 18889, column 2) (Scope Country)
	Outgoing
		111498: common\cb_types.txt [gain_state_karelia_all\on_po_accepted\country_event] (Line 18890, column 3)
111498 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_karelia_all\on_po_accepted] (Line 18889, column 2) (Scope Country): common\cb_types.txt [gain_state_karelia_all\on_po_accepted\country_event] (Line 18890, column 3)
<anon> common\cb_types.txt [gain_state_lubek_all\on_po_accepted] (Line 18933, column 2) (Scope Country)
	Outgoing
		111499: common\cb_types.txt [gain_state_lubek_all\on_po_accepted\country_event] (Line 18934, column 3)
111499 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_lubek_all\on_po_accepted] (Line 18933, column 2) (Scope Country): common\cb_types.txt [gain_state_lubek_all\on_po_accepted\country_event] (Line 18934, column 3)
<anon> common\cb_types.txt [gain_state_peterburg_all\on_po_accepted] (Line 18977, column 2) (Scope Country)
	Outgoing
		111500: common\cb_types.txt [gain_state_peterburg_all\on_po_accepted\country_event] (Line 18978, column 3)
111500 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_peterburg_all\on_po_accepted] (Line 18977, column 2) (Scope Country): common\cb_types.txt [gain_state_peterburg_all\on_po_accepted\country_event] (Line 18978, column 3)
<anon> common\cb_types.txt [gain_state_kustrin_all\on_po_accepted] (Line 19020, column 2) (Scope Country)
	Outgoing
		100356: common\cb_types.txt [gain_state_kustrin_all\on_po_accepted\country_event] (Line 19021, column 3)
100356 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_kustrin_all\on_po_accepted] (Line 19020, column 2) (Scope Country): common\cb_types.txt [gain_state_kustrin_all\on_po_accepted\country_event] (Line 19021, column 3)
<anon> common\cb_types.txt [gain_state_crimea_all\on_po_accepted] (Line 19064, column 2) (Scope Country)
	Outgoing
		100357: common\cb_types.txt [gain_state_crimea_all\on_po_accepted\country_event] (Line 19065, column 3)
100357 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_crimea_all\on_po_accepted] (Line 19064, column 2) (Scope Country): common\cb_types.txt [gain_state_crimea_all\on_po_accepted\country_event] (Line 19065, column 3)
<anon> common\cb_types.txt [gain_state_sicily_all\on_po_accepted] (Line 19108, column 2) (Scope Country)
	Outgoing
		100358: common\cb_types.txt [gain_state_sicily_all\on_po_accepted\country_event] (Line 19109, column 3)
100358 (Scope <err>)
	Incoming
		<anon> common\cb_types.txt [gain_state_sicily_all\on_po_accepted] (Line 19108, column 2) (Scope Country): common\cb_types.txt [gain_state_sicily_all\on_po_accepted\country_event] (Line 19109, column 3)
<anon> common\cb_types.txt [amp_annexcb_expand\on_add] (Line 267, column 2) (Scope Country)
<anon> common\cb_types.txt [acquire_all_cores\on_add] (Line 304, column 2) (Scope Country)
<anon> common\cb_types.txt [gunboat\on_add] (Line 346, column 2) (Scope Country)
<anon> common\cb_types.txt [status_quo\on_add] (Line 380, column 2) (Scope Country)
<anon> common\cb_types.txt [conquest\on_add] (Line 455, column 2) (Scope Country)
<anon> common\cb_types.txt [civil_war\on_add] (Line 500, column 2) (Scope Country)
<anon> common\cb_types.txt [add_to_sphere\on_add] (Line 548, column 2) (Scope Country)
<anon> common\cb_types.txt [take_from_sphere\on_add] (Line 595, column 2) (Scope Country)
<anon> common\cb_types.txt [acquire_core_state\on_add] (Line 646, column 2) (Scope Country)
<anon> common\cb_types.txt [annex_core_country\on_add] (Line 695, column 2) (Scope Country)
<anon> common\cb_types.txt [acquire_substate_region\on_add] (Line 749, column 2) (Scope Country)
<anon> common\cb_types.txt [colonial_competition\on_add] (Line 785, column 2) (Scope Country)
<anon> common\cb_types.txt [cut_down_to_size_boxer\on_add] (Line 826, column 2) (Scope Country)
<anon> common\cb_types.txt [free_peoples\on_add] (Line 908, column 2) (Scope Country)
<anon> common\cb_types.txt [dismantle_forts\on_add] (Line 960, column 2) (Scope Country)
<anon> common\cb_types.txt [release_puppet\on_add] (Line 1010, column 2) (Scope Country)
<anon> common\cb_types.txt [annex_trade_company\on_add] (Line 1056, column 2) (Scope Country)
<anon> common\cb_types.txt [make_puppet\on_add] (Line 1106, column 2) (Scope Country)
<anon> common\cb_types.txt [become_independent\on_add] (Line 1157, column 2) (Scope Country)
<anon> common\cb_types.txt [humiliate\on_add] (Line 1201, column 2) (Scope Country)
<anon> common\cb_types.txt [establish_protectorate_casus_belli_1\on_add] (Line 1288, column 2) (Scope Country)
<anon> common\cb_types.txt [establish_protectorate_casus_belli_2\on_add] (Line 1377, column 2) (Scope Country)
<anon> common\cb_types.txt [establish_protectorate_casus_belli_3\on_add] (Line 1466, column 2) (Scope Country)
<anon> common\cb_types.txt [establish_protectorate_casus_belli_4\on_add] (Line 1555, column 2) (Scope Country)
<anon> common\cb_types.txt [establish_protectorate_casus_belli_5\on_add] (Line 1644, column 2) (Scope Country)
<anon> common\cb_types.txt [establish_protectorate_casus_belli_6\on_add] (Line 1733, column 2) (Scope Country)
<anon> common\cb_types.txt [establish_protectorate_casus_belli_7\on_add] (Line 1822, column 2) (Scope Country)
<anon> common\cb_types.txt [establish_protectorate_casus_belli_8\on_add] (Line 1913, column 2) (Scope Country)
<anon> common\cb_types.txt [unification_humiliate_cb\on_add] (Line 1965, column 2) (Scope Country)
<anon> common\cb_types.txt [unification_release_puppet_cb\on_add] (Line 2024, column 2) (Scope Country)
<anon> common\cb_types.txt [unification_casus_belli\on_add] (Line 2093, column 2) (Scope Country)
<anon> common\cb_types.txt [unification_annex_casus_belli\on_add] (Line 2151, column 2) (Scope Country)
<anon> common\cb_types.txt [rude_boy\on_add] (Line 2194, column 2) (Scope Country)
<anon> common\cb_types.txt [install_communist_gov_cb\on_add] (Line 2265, column 2) (Scope Country)
<anon> common\cb_types.txt [uninstall_communist_gov_cb\on_add] (Line 2324, column 2) (Scope Country)
<anon> common\cb_types.txt [great_war_penalty_cb\on_add] (Line 2369, column 2) (Scope Country)
<anon> common\cb_types.txt [annex_one_state\on_add] (Line 2454, column 2) (Scope Country)
<anon> common\cb_types.txt [reparations\on_add] (Line 2498, column 2) (Scope Country)
<anon> common\cb_types.txt [install_democracy_gov_cb\on_add] (Line 2548, column 2) (Scope Country)
<anon> common\cb_types.txt [install_fascism_gov_cb\on_add] (Line 2598, column 2) (Scope Country)
<anon> common\cb_types.txt [acquire_port_china\on_add] (Line 2650, column 2) (Scope Country)
<anon> common\cb_types.txt [liberate_country\on_add] (Line 2730, column 2) (Scope Country)
<anon> common\cb_types.txt [italian_civil_war\on_add] (Line 2767, column 2) (Scope Country)
<anon> common\cb_types.txt [gain_state_brittain\on_add] (Line 2854, column 2) (Scope Country)
<anon> common\cb_types.txt [gain_state_brittain_all\on_add] (Line 2894, column 2) (Scope Country)
<anon> common\cb_types.txt [gain_state_france\on_add] (Line 2970, column 2) (Scope Country)
<anon> common\cb_types.txt [gain_state_france_all\on_add] (Line 3010, column 2) (Scope Country)
<anon> common\cb_types.txt [gain_state_burgyndy_all\on_add] (Line 3057, column 2) (Scope Country)
<anon> common\cb_types.txt [gain_state_germany\on_add] (Line 3133, column 2) (Scope Country)
<anon> common\cb_types.txt [gain_state_rhein_germany_all\on_add] (Line 3173, column 2) (Scope Country)
<anon> common\cb_types.txt [gain_state_northwest_germany_all\on_add] (Line 3216, column 2) (Scope Country)
