EVTNAME91001; We took the naval blockade; X
literacy_50;Literacy 50%;
literacy_60;Literacy 60%;
literacy_70;Literacy 70%;
literacy_80;Literacy 80%;
literacy_90;Literacy 90%;
literacy_100;Literacy 100%;
industrial_revolution_stage_1;Industrial Revolution Stage 1;
industrial_revolution_stage_2;Industrial Revolution Stage 2;
industrial_revolution_stage_3;Industrial Revolution Stage 3;
industrial_revolution_stage_4;Industrial Revolution Stage 4;
industrial_revolution_stage_5;Industrial Revolution Stage 5;
industrial_revolution_stage_6;Industrial Revolution Stage 6;
industrial_revolution_stage_7;Industrial Revolution Stage 7;
industrial_revolution_stage_8;Industrial Revolution Stage 8;
industrial_revolution_stage_9;Industrial Revolution Stage 9;
industrial_revolution_stage_10;Industrial Revolution Stage 10;
second_industrial_revolution_stage_1;Second industrial revolution, stage 1;
second_industrial_revolution_stage_2;Second industrial revolution, stage 2;
second_industrial_revolution_stage_3;Second industrial revolution, stage 3;
second_industrial_revolution_stage_4;Second industrial revolution, stage 4;
second_industrial_revolution_stage_5;Second industrial revolution, stage 5;
second_industrial_revolution_stage_6;Second industrial revolution, stage 6;
second_industrial_revolution_stage_7;Second industrial revolution, stage 7;
second_industrial_revolution_stage_8;Second industrial revolution, stage 8;
second_industrial_revolution_stage_9;Second industrial revolution, stage 9;
second_industrial_revolution_stage_10;Second industrial revolution, stage 10;
ENG_getting_company_desc;Create a China Trading Company;
ENG_getting_company_america_desc;Our strengthening in China allows us to organize a trade concession in this state.;
RUS_getting_company_desc;Create a China Trading Company;
RUS_getting_company_america_desc;Our strengthening in China allows us to organize a trade concession in this state.;
FRA_getting_company_desc;Create a China Trading Company;
FRA_getting_company_america_desc;Our strengthening in China allows us to organize a trade concession in this state.;
GER_getting_company_desc;Create a China Trading Company;
GER_getting_company_america_desc;Our strengthening in China allows us to organize a trade concession in this state.;
KUK_getting_company_desc;Create a China Trading Company;
KUK_getting_company_america_desc;Our strengthening in China allows us to organize a trade concession in this state.;
USA_getting_company_desc;Create a China Trading Company;
USA_getting_company_america_desc;Our strengthening in China allows us to organize a trade concession in this state.;
JAP_getting_company_desc;Create a China Trading Company;
JAP_getting_company_america_desc;Our strengthening in China allows us to organize a trade concession in this state.;
ITA_getting_company_desc;Create a China Trading Company;
ITA_getting_company_america_desc;Our strengthening in China allows us to organize a trade concession in this state.;
SPA_getting_company_desc;Create a China Trading Company;
SPA_getting_company_america_desc;Our strengthening in China allows us to organize a trade concession in this state.;
TITLE100602;Territories transferred to a trading company;
DESC100602;The territory we acquired in China has been transferred to better manage our Chinese concession.;
OPTION1_100602;Okay;
TITLE100604;Territories transferred to a trading company;
DESC100604;The territory we acquired in China has been transferred for better management of our Chinese concession.;
OPTION1_100604;Okay;
TITLE100606;Chinese trading company established;
DESC100606;Britain decided to form its own concession in China from the territories conquered there.;
OPTION1_100606;Okay;
TITLE100607;Chinese trading company established;
DESC100607;Germany decided to form its own concession in China from the territories conquered there.;
OPTION1_100607;Okay;
TITLE100609;Chinese trading company established;
DESC100609;Russia has decided to form its own concession in China from the territories conquered there.;
OPTION1_100609;Okay;
TITLE100611;Chinese trading company established;
DESC100611;France decided to form its own concession in China from the territories conquered there.;
OPTION1_100611;Okay;
TITLE100613;Chinese trading company established;
DESC100613;Austria-Hungary decided to form its own concession in China from the territories conquered there.;
OPTION1_100613;Okay;
TITLE100615;Chinese trading company established;
DESC100615;The United States of America decided to form its own concession in China from the territories conquered there.;
OPTION1_100615;Okay;
TITLE100617;Chinese trading company established;
DESC100617;Japan decided to form its own concession in China from the territories conquered there.;
OPTION1_100617;Okay;
TITLE100619;Chinese trading company established;
DESC100619;Italy decided to form its own concession in China from the territories conquered there.;
OPTION1_100619;Okay;
TITLE100624;Chinese trading company established;
DESC100624;Spain decided to form its own concession in China from the territories conquered there.;
OPTION1_100624;Okay;
TITLE100626;Chinese trading company established;
DESC100626;The Netherlands decided to form its own concession in China from the territories conquered there.;
OPTION1_100626;Okay;
TITLE100628;Chinese trading company established;
DESC100628;Turkey has decided to form its own concession in China from the territories conquered there.;
OPTION1_100628;Okay;
TITLE100630;Chinese trading company established;
DESC100630;The South American Federation decided to form its own concession in China from the territories conquered there.;
OPTION1_100630;Okay;
TITLE100701;Mandate for Ethiopia;
DESC100701;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100702;Mandate for Liberia;
DESC100702;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100703;Mandate for South Africa;
DESC100703;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100704;Mandate for Sudan;
DESC100704;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100705;Mandate for Morocco;
DESC100705;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100706;Mandate for Algeria;
DESC100706;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100707;Mandate for Libya;
DESC100707;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100708;Mandate for Zimbabwe;
DESC100708;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100709;Mandate for Zambia;
DESC100709;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100710;Mandate for Uganda;
DESC100710;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100711;Mandate for Togo;
DESC100711;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100712;Mandate for Tanzania;
DESC100712;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100713;Mandate for Somalia;
DESC100713;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100714;Mandate for Sierra Leone;
DESC100714;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100715;Mandate for Senegal;
DESC100715;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100716;Mandate for Rwanda;
DESC100716;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100717;Mandate for Congo;
DESC100717;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100718;Mandate for Nigeria;
DESC100718;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100719;Mandate for Niger;
DESC100719;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100720;Mandate for Nambia;
DESC100720;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100721;Mandate for Mozambique;
DESC100721;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100722;Mandate for Mauritania;
DESC100722;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100723;Mandate for Mali;
DESC100723;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100724;Mandate for Malawi;
DESC100724;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100725;Mandate for Kenya;
DESC100725;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100726;Mandate for Ivory Coast;
DESC100726;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100727;Mandate for Guinea;
DESC100727;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100728;Mandate for Guinea Barsa;
DESC100728;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100729;Mandate for Ghana;
DESC100729;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100730;Mandate for Gabon;
DESC100730;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100731;Mandate for Equatorial Guinea;
DESC100731;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100732;Mandate for Congo;
DESC100732;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100733;Mandate for Chad;
DESC100733;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100734;Mandate for Central Africa;
DESC100734;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100735;Mandate for Cape Verde;
DESC100735;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100736;Mandate for Cameroon;
DESC100736;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100737;Mandate for Burundi;
DESC100737;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100738;Mandate for Burkina Faso;
DESC100738;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100739;Mandate for Bostwana;
DESC100739;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100740;Mandate for Benin;
DESC100740;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100741;Mandate for Angola;
DESC100741;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
TITLE100742;Mandate for Algeria;
DESC100742;Our dominant position in the region entitles us to a mandate to rule undividedly over it.;
ING;German Company;
INR;Russian Company;
INF;French Company;
INA;Austrian Company;
INU;American Company;
INJ;Japanese Company;
INI;Italian Company;
INS;Spanish Company;
INH;Dutch Company;
INT;Turkish Company;
ILA;South American Company;
socialist_republic;Socialist republic;
one_party_socialist_republic;One-party social republic;
communist_propaganda;Communist propaganda;
expropriation;Expropriation;
socialist_republic_ruler;The president;
metallurgy_6_desc;By paying, you will accelerate the adoption of this technology, and you will not have to wait for 1985.;
metallurgy_6_title;Metallurgy level 6;
metallurgy_5_desc;By paying, you will accelerate the adoption of this technology, and you will not have to wait for 1970.;
metallurgy_5_title;Metallurgy level 5;
metallurgy_4_desc;By paying, you will accelerate the implementation of this technology, and you will not have to wait until 1955.;
metallurgy_4_title;Metallurgy level 4;
metallurgy_3_desc;By paying, you will accelerate the adoption of this technology, and you will not have to wait for 1940.;
metallurgy_3_title;Metallurgy level 3;
one_party_socialist_republic_ruler;Secretary General;
steam_turbine_desc;By paying, by paying, you will speed up the introduction of steam turbines, and you will not have to wait for 1865.;
electric_furnace_desc;By paying, you will accelerate the implementation of this technology, and you will not have to wait for 1925.;
tech_power_desc;By paying, you will accelerate the implementation of this technology, and you will not have to wait for 1880.;
electric_furnace_title;Electric oven;
metallurgy_2_desc;By paying, you will accelerate the implementation of this technology, and you will not have to wait for 1910.;
metallurgy_2_title;Metallurgy level 2;
advanced_metallurgy_desc;By paying, you will accelerate the adoption of this technology, and you will not have to wait for 1895.;
advanced_metallurgy_title;Advanced metallurgy;
metallurgy_1_desc;By paying, you will accelerate the implementation of this technology, and you will not have to wait for 1880.;
metallurgy_1_title;Metallurgy level 1;
cheap_steel_desc;By paying, you will accelerate the adoption of this technology, and you will not have to wait for 1865.;
cheap_steel_title;Cheap steel;
mechanization_6_desc;By paying, you will accelerate the adoption of this technology, and you will not have to wait for 1985.;
mechanization_5_desc;By paying, you will accelerate the adoption of this technology, and you will not have to wait for 1970.;
mechanization_4_desc;By paying, you will accelerate the implementation of this technology, and you will not have to wait until 1955.;
mechanization_3_desc;By paying, you will accelerate the adoption of this technology, and you will not have to wait for 1940.;
mechanization_6_title;Mechanization of modern times;
mechanization_5_title;Level 5 mechanization;
mechanization_4_title;Level 4 mechanization;
mechanization_3_title;Level 3 mechanization;
mechanization_2_desc;By paying, you will accelerate the implementation of this technology, and you will not have to wait for 1925.;
mechanization_2_title;Level 2 mechanization;
combustion_engine_desc;By paying, you will accelerate the adoption of this technology, and you will not have to wait for 1895.;
shift_work_desc;By paying, you will accelerate the implementation of this technology, and you will not have to wait for 1910.;
shift_work_title;Shift work;
tech_power_4_desc;By paying, you will accelerate the implementation of this technology, and you will not have to wait until 1955.;
tech_power_5_desc;By paying, you will accelerate the adoption of this technology, and you will not have to wait for 1970.;
semi_automatization_desc;By paying, you will accelerate the adoption of this technology, and you will not have to wait for 1865.;
semi_automatization_title;Semi-automation;
tech_power_6_title;Those. The power of modern times;
tech_power_6_desc;By paying, you will accelerate the adoption of this technology, and you will not have to wait for 1985.;
assembly_line_desc;By paying, you will accelerate the introduction of this technology, and you will not have to wait for 1895.;
assembly_line_title;Assembly conveyor;
mechanization_1_desc;By paying, you will accelerate the adoption of this technology, and you will not have to wait for 1880.;
mechanization_1_title;Mechanization;
tech_power_5_title;Those. The power of the 70s;
tech_power_4_title;Tech. Force of the 50s;
tech_power_3_desc;By paying, you will accelerate the adoption of this technology, and you will not have to wait for 1940.;
tech_power_3_title;Those. The power of the 40s;
tech_power_2_desc;By paying, you will accelerate the implementation of this technology, and you will not have to wait for 1925.;
tech_power_2_title;Those. The power of Interbellum;
electrical_power_generation_desc;By paying, you will accelerate the implementation of this technology, and you will not have to wait for 1910.;
electrical_power_generation_title;Power generation;
combustion_engine_title;Internal combustion engine;
tech_power_title;Those. force;
steam_turbine_title;;
communist_propaganda_title;Communist propaganda;
communist_propaganda_desc;"To support our young Soviet Republic, it is vital to get the people to accept our ideas. To this end, an unprecedented propaganda campaign should be launched among Soviet citizens. ""Proletarians of all countries, unite!"", ""The Party is the mind, honor and conscience of our epoch!"", ""The people and the Party are one!"", ""Soviet means great!"" So ... Our goals are clear, the tasks are defined - for work, comrades!";
expropriation_title;Expropriation;
expropriation_desc;"In economic science, the term ""expropriation"" is understood as the deprivation of property and social status by one social stratum or class of another stratum or class. In our country, the recently formed Soviet government was one of its first decisions to issue a decree ""On expropriation."" It means the forcible withdrawal of all means of production from private property, including land, and transferring them to state property. The government assigned the responsibility for the implementation of the decree to the new law enforcement agencies, and also called on all conscientious citizens to join the acts of expropriation. In practice, this resulted in the pogroms of most shops, restaurants, banks and other establishments owned by one or another entrepreneur. People in expensive clothes were attacked and checked both by citizens and by law enforcement officers. Many of those who resisted were shot on the spot. The number of victims is not known exactly. All factories and production facilities were transferred to workers' self-government. All over the world, criticism is heard against our government, but it is adamant in its will to build socialism and has already declared that it will stop at nothing.";
